Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken,Distance_km
34,4.8,Snack ,motorcycle ,26,3.028450414
24,4.8,Drinks ,scooter ,26,4.546036744
38,4.9,Drinks ,scooter ,14,1.574295332
39,4.1,Drinks ,motorcycle ,33,6.153853183
31,5,Drinks ,motorcycle ,28,4.474173028
35,4.8,Buffet ,motorcycle ,31,4.687142703
38,4.8,Buffet ,motorcycle ,24,3.067435352
29,4.6,Buffet ,motorcycle ,19,3.107913086
32,4.6,Snack ,motorcycle ,24,4.662079743
34,4.6,Meal ,electric_scooter ,34,4.592900737
27,4.7,Drinks ,electric_scooter ,10,1.533937127
20,4.8,Snack ,scooter ,29,4.668534843
29,4.6,Drinks ,motorcycle ,49,6.043988487
39,4.8,Drinks ,motorcycle ,26,3.119637828
20,4.7,Drinks ,motorcycle ,14,1.556218658
32,4.7,Meal ,motorcycle ,30,4.668680384
27,4.5,Buffet ,motorcycle ,47,7.58200784
30,4.8,Drinks ,scooter ,18,3.112457969
26,4.2,Meal ,motorcycle ,28,2.983088407
27,4.9,Drinks ,scooter ,15,1.533981282
30,4.2,Meal ,motorcycle ,43,7.77133139
39,4.6,Drinks ,motorcycle ,26,4.663227354
25,4.5,Drinks ,motorcycle ,23,4.594240316
29,4.6,Snack ,scooter ,17,3.119739432
36,4.9,Meal ,motorcycle ,31,6.088407838
21,4.7,Buffet ,motorcycle ,20,3.0770601
37,4.6,Buffet ,scooter ,22,3.076834484
30,4.2,Snack ,motorcycle ,32,6.22489841
36,4.6,Snack ,motorcycle ,27,4.615191312
38,4.9,Snack ,motorcycle ,15,1.559877704
39,5,Drinks ,motorcycle ,19,3.119618007
29,4.3,Drinks ,motorcycle ,22,3.108848712
34,5,Buffet ,scooter ,16,3.148590641
27,4.7,Drinks ,scooter ,16,3.067070567
36,4.9,Drinks ,motorcycle ,33,6.217055701
31,4.6,Meal ,motorcycle ,29,4.722885901
27,4.6,Meal ,motorcycle ,19,3.067699762
36,4.6,Buffet ,scooter ,27,4.499294608
36,4.1,Drinks ,scooter ,33,4.662872593
29,4.7,Snack ,scooter ,27,3.119632515
29,4.6,Drinks ,motorcycle ,12,1.511048601
28,4.8,Snack ,electric_scooter ,17,3.148590641
39,4.7,Meal ,scooter ,15,1.522060467
23,4.8,Buffet ,scooter ,28,3.067918717
25,4.2,Buffet ,motorcycle ,45,7.570738968
39,4.6,Drinks ,scooter ,29,2.982971182
24,4.6,Snack ,scooter ,20,3.067896767
34,5,Meal ,scooter ,31,4.566223096
31,4.7,Buffet ,motorcycle ,16,3.067941148
26,4.6,Buffet ,scooter ,25,4.668768605
36,4.9,Buffet ,electric_scooter ,30,3.028538156
34,4.8,Buffet ,motorcycle ,24,3.063034542
32,4.5,Buffet ,motorcycle ,26,3.077087223
26,4.7,Drinks ,motorcycle ,17,3.11961262
39,4.5,Buffet ,scooter ,24,4.687249019
35,4.8,Drinks ,motorcycle ,44,4.679629539
20,4.7,Buffet ,scooter ,18,2.982832869
34,5,Meal ,motorcycle ,25,4.54932157
32,5,Snack ,scooter ,15,2.933535067
36,4.2,Snack ,motorcycle ,34,4.668656329
24,4.2,Meal ,motorcycle ,26,3.11961262
35,4.1,Meal ,motorcycle ,32,4.637649569
31,4.6,Buffet ,scooter ,24,4.60181626
33,5,Snack ,electric_scooter ,32,4.679516392
24,4.9,Drinks ,motorcycle ,28,4.679880922
38,4.9,Buffet ,scooter ,26,3.068110012
20,4.2,Drinks ,motorcycle ,52,7.656848331
31,4.9,Meal ,scooter ,20,3.108305614
26,4.8,Drinks ,motorcycle ,23,2.983133949
37,4.6,Meal ,scooter ,25,3.108110003
29,4.8,Drinks ,motorcycle ,24,4.663075616
27,4.5,Drinks ,electric_scooter ,17,3.119738917
22,4.8,Buffet ,motorcycle ,15,1.554057245
29,4.9,Snack ,scooter ,29,4.663473853
24,4.9,Meal ,motorcycle ,17,3.067837573
33,4.3,Snack ,motorcycle ,22,3.148590641
29,4.6,Meal ,scooter ,24,3.063034542
26,4.2,Snack ,motorcycle ,23,3.112466479
32,4.7,Meal ,motorcycle ,36,5.881257137
32,4.7,Snack ,motorcycle ,28,4.662808539
37,4.5,Snack ,motorcycle ,28,3.108592612
24,4.9,Snack ,scooter ,16,3.032931173
37,4.7,Meal ,motorcycle ,33,4.474210004
28,4.9,Snack ,scooter ,19,3.063448433
35,4.5,Snack ,scooter ,26,3.067859963
36,4.9,Snack ,motorcycle ,25,2.999576408
23,4.7,Snack ,scooter ,15,1.511130347
29,4.6,Meal ,scooter ,30,4.722885901
35,4.8,Buffet ,scooter ,24,4.56601243
39,4.7,Meal ,motorcycle ,25,4.679389818
34,4.3,Buffet ,motorcycle ,29,2.987854035
37,4.7,Buffet ,motorcycle ,23,3.108747506
35,4.9,Buffet ,scooter ,20,3.112471119
39,4.7,Buffet ,motorcycle ,15,1.554218775
20,4.9,Drinks ,motorcycle ,13,1.491445711
39,5,Buffet ,motorcycle ,31,6.135114861
36,4.7,Meal ,scooter ,26,3.148590641
34,4.4,Buffet ,scooter ,31,6.065467862
30,4.7,Meal ,motorcycle ,26,4.410546324
29,4.6,Snack ,motorcycle ,23,3.148590641
35,4.9,Buffet ,motorcycle ,34,4.542599148
35,4.2,Drinks ,scooter ,32,6.239385092
33,5,Drinks ,scooter ,13,1.522135185
22,4.7,Snack ,motorcycle ,22,3.148590641
25,4.7,Drinks ,motorcycle ,16,3.067441858
30,4.7,Buffet ,motorcycle ,33,4.663205803
37,4.8,Buffet ,electric_scooter ,26,3.108848627
35,4.6,Drinks ,electric_scooter ,16,3.108527568
22,4.5,Meal ,motorcycle ,26,4.662890326
24,5,Drinks ,motorcycle ,14,1.554432322
24,4,Meal ,motorcycle ,21,3.108164337
29,4.6,Meal ,motorcycle ,48,9.325400395
33,4.9,Meal ,motorcycle ,41,7.780948668
22,4.6,Drinks ,motorcycle ,21,3.112466479
31,4.6,Buffet ,motorcycle ,32,4.475354561
31,4.8,Snack ,motorcycle ,30,3.119738917
26,4.7,Buffet ,motorcycle ,25,4.533256394
25,4.9,Snack ,motorcycle ,18,2.983628159
33,4.8,Meal ,scooter ,20,3.022043895
35,4.9,Buffet ,motorcycle ,27,4.596779771
34,4.1,Meal ,motorcycle ,34,6.087951606
29,4.6,Buffet ,motorcycle ,10,1.538473019
24,4.9,Drinks ,motorcycle ,26,4.663473853
39,4.2,Meal ,motorcycle ,26,4.668534408
39,4.9,Meal ,motorcycle ,22,3.10858884
26,4.5,Snack ,motorcycle ,41,6.239354835
28,4.7,Buffet ,motorcycle ,16,3.023498859
24,4.8,Meal ,motorcycle ,10,1.533951249
33,4.4,Meal ,motorcycle ,40,4.722885901
29,4.6,Snack ,motorcycle ,15,1.554327241
32,4.9,Meal ,motorcycle ,28,3.022264968
29,4.8,Snack ,scooter ,11,1.554099885
27,4.7,Buffet ,motorcycle ,28,4.542477808
25,4.9,Drinks ,motorcycle ,25,4.533319265
35,4.9,Drinks ,scooter ,33,4.549322953
29,4.6,Snack ,motorcycle ,42,6.239171391
20,4.6,Meal ,scooter ,24,4.544153014
28,4.6,Buffet ,scooter ,14,1.574295332
38,4.8,Snack ,electric_scooter ,21,3.028369535
25,4.1,Buffet ,scooter ,34,6.056872421
34,4.8,Drinks ,electric_scooter ,29,3.108608356
39,4.8,Snack ,motorcycle ,23,3.077225949
22,4.8,Drinks ,motorcycle ,24,3.148590641
39,4.7,Snack ,scooter ,39,4.474613137
23,4,Snack ,scooter ,34,5.959703754
38,5,Buffet ,motorcycle ,33,6.29718109
35,4.5,Snack ,scooter ,25,4.66865619
35,4.4,Buffet ,motorcycle ,39,6.057183922
32,4.1,Meal ,motorcycle ,31,6.087951606
30,4.1,Buffet ,motorcycle ,44,7.799128263
22,4.6,Drinks ,scooter ,27,4.546238458
35,4.8,Snack ,scooter ,12,1.554497252
34,4.3,Buffet ,motorcycle ,32,6.217094763
20,4.1,Meal ,motorcycle ,20,3.124685122
24,5,Drinks ,motorcycle ,11,1.554432322
29,4.1,Snack ,motorcycle ,20,3.091251649
32,4.6,Buffet ,motorcycle ,15,1.538585704
37,4.4,Meal ,motorcycle ,26,3.028448579
35,4.6,Drinks ,motorcycle ,24,4.542654484
39,4.3,Buffet ,motorcycle ,33,6.224654411
39,4.8,Snack ,scooter ,18,3.028710153
37,4.4,Buffet ,motorcycle ,33,6.087998219
38,4.6,Meal ,scooter ,32,6.217102469
38,4.8,Drinks ,motorcycle ,26,3.032955534
37,5,Buffet ,scooter ,30,3.03295355
35,4.7,Buffet ,scooter ,18,3.032906509
28,4.6,Meal ,motorcycle ,26,4.532989332
38,4.7,Drinks ,scooter ,18,3.062870626
26,4.6,Drinks ,motorcycle ,25,4.67938791
39,5,Buffet ,motorcycle ,26,3.148590641
34,4.6,Buffet ,motorcycle ,17,3.108834265
36,4.6,Drinks ,scooter ,25,4.594406905
34,4.6,Snack ,motorcycle ,30,4.533256394
23,4.9,Drinks ,scooter ,15,1.531539118
29,5,Drinks ,scooter ,10,1.534005079
28,4.9,Buffet ,scooter ,13,1.516442184
37,4.2,Meal ,motorcycle ,24,3.108527568
37,4.7,Meal ,scooter ,29,4.400341838
33,4.8,Buffet ,scooter ,30,5.99876248
25,5,Drinks ,electric_scooter ,16,2.987757277
23,5,Drinks ,scooter ,28,4.549176138
27,4.8,Drinks ,motorcycle ,16,3.061707561
29,4.6,Snack ,motorcycle ,11,1.466831142
39,4.7,Meal ,scooter ,27,3.119779022
32,4.7,Drinks ,electric_scooter ,29,3.148590641
36,4.3,Buffet ,motorcycle ,35,5.965507223
20,4.7,Buffet ,scooter ,11,1.515403355
31,4.9,Snack ,motorcycle ,36,6.224849122
28,4.8,Snack ,scooter ,15,1.538513333
32,4.4,Meal ,motorcycle ,39,6.043988487
25,4.3,Snack ,motorcycle ,52,6.239303099
22,5,Snack ,scooter ,18,3.077225949
34,4.1,Buffet ,motorcycle ,45,7.771205855
34,4.9,Buffet ,motorcycle ,15,1.556166293
20,4.9,Drinks ,scooter ,18,3.148590641
32,4.9,Snack ,motorcycle ,26,2.940493115
29,4.6,Buffet ,scooter ,23,3.108164337
35,4.8,Meal ,motorcycle ,26,4.679629539
39,4.7,Snack ,scooter ,30,4.592934028
29,4.6,Drinks ,motorcycle ,22,3.044299636
38,4.8,Meal ,scooter ,28,3.044222461
20,4.2,Snack ,motorcycle ,26,2.984557512
28,3.7,Buffet ,motorcycle ,54,6.125566225
25,4,Meal ,motorcycle ,29,4.549176138
35,4.5,Drinks ,motorcycle ,26,4.542501073
20,4.7,Snack ,scooter ,10,1.514380535
23,4.7,Meal ,electric_scooter ,17,3.063903982
20,4.8,Buffet ,motorcycle ,15,2.98293768
37,4.4,Meal ,motorcycle ,32,4.662412535
22,4.9,Meal ,scooter ,16,3.043947623
25,3.9,Drinks ,motorcycle ,53,9.325504219
30,4.4,Drinks ,motorcycle ,34,6.224996623
33,4.8,Meal ,motorcycle ,45,7.640087585
23,5,Meal ,electric_scooter ,15,1.574295332
29,4.6,Buffet ,motorcycle ,25,4.662808539
30,4.6,Buffet ,motorcycle ,25,4.668790967
35,4.7,Buffet ,motorcycle ,15,1.559882458
37,4.6,Snack ,motorcycle ,22,3.119946537
31,4.2,Drinks ,scooter ,32,6.224799818
29,4.6,Snack ,motorcycle ,36,6.29718109
34,4.8,Meal ,scooter ,35,4.668680384
35,4.6,Buffet ,scooter ,19,2.982747743
27,4.9,Buffet ,electric_scooter ,18,3.108569947
21,4.6,Meal ,scooter ,27,3.067920043
24,4.1,Drinks ,motorcycle ,46,6.29718109
25,4.8,Drinks ,scooter ,23,4.594406905
34,4.9,Meal ,motorcycle ,29,4.663219323
38,4.6,Drinks ,motorcycle ,25,4.542988831
38,4.8,Drinks ,motorcycle ,24,4.722885901
25,4.9,Meal ,motorcycle ,18,3.044195789
34,4.9,Drinks ,motorcycle ,33,4.481712253
36,5,Drinks ,scooter ,12,1.514263045
39,4.6,Buffet ,motorcycle ,31,6.047124738
22,4.6,Snack ,motorcycle ,18,3.056141114
37,4.8,Buffet ,motorcycle ,27,3.056173521
29,4.6,Meal ,motorcycle ,26,4.474318689
34,4.3,Snack ,motorcycle ,33,6.216206072
33,4.8,Snack ,motorcycle ,29,4.566035575
31,4.7,Drinks ,motorcycle ,28,2.933352225
29,4.6,Meal ,scooter ,22,3.077007069
35,4.5,Buffet ,motorcycle ,27,4.566070527
31,4.6,Snack ,scooter ,27,3.112385322
39,5,Meal ,motorcycle ,32,6.239303099
32,4.6,Meal ,motorcycle ,27,3.108407013
30,4,Meal ,motorcycle ,34,6.125788396
27,4.2,Drinks ,scooter ,31,4.546230926
33,4.7,Meal ,motorcycle ,33,4.533231328
28,4.2,Meal ,motorcycle ,49,7.769979427
37,4.8,Meal ,scooter ,19,3.119703624
37,4.7,Drinks ,scooter ,15,1.533871168
35,4.6,Drinks ,motorcycle ,30,3.148590641
24,4.4,Drinks ,motorcycle ,20,3.108554591
20,4.8,Meal ,motorcycle ,19,3.108263999
28,4.9,Buffet ,scooter ,31,6.065661808
28,4.7,Snack ,electric_scooter ,12,1.491498109
24,4.8,Buffet ,scooter ,10,1.491461891
38,4.4,Snack ,scooter ,36,6.044237563
35,4.6,Buffet ,scooter ,18,3.148590641
35,4,Buffet ,motorcycle ,40,4.595914236
36,4.2,Drinks ,motorcycle ,32,4.601781337
27,4.7,Buffet ,electric_scooter ,16,2.940493115
29,4.9,Meal ,scooter ,21,3.022223062
26,3.7,Buffet ,motorcycle ,42,4.615762974
37,5,Drinks ,motorcycle ,28,4.533231328
37,4.7,Drinks ,scooter ,30,3.112541393
28,4.3,Snack ,motorcycle ,33,4.400336652
26,4.5,Drinks ,motorcycle ,28,4.601485757
36,4.7,Meal ,motorcycle ,30,5.965507223
30,4.8,Snack ,motorcycle ,32,5.965261131
38,4.6,Buffet ,motorcycle ,26,4.679555083
21,4.9,Buffet ,scooter ,15,1.556218658
27,4.3,Snack ,motorcycle ,28,3.077042886
30,5,Drinks ,motorcycle ,25,4.722885901
36,4.6,Snack ,motorcycle ,34,6.217564946
25,4.7,Drinks ,motorcycle ,15,1.545753916
26,4.5,Buffet ,motorcycle ,46,6.29718109
39,4.2,Buffet ,motorcycle ,46,6.29718109
36,5,Snack ,scooter ,29,3.108110003
35,4.1,Meal ,motorcycle ,29,4.662412535
25,4.7,Meal ,scooter ,13,1.554327241
29,4.6,Drinks ,electric_scooter ,15,1.574295332
30,4.5,Snack ,motorcycle ,22,3.028448579
23,4.5,Snack ,motorcycle ,21,3.056044306
30,4.6,Snack ,scooter ,28,4.662564689
26,4.2,Snack ,scooter ,34,6.087730183
32,4.1,Buffet ,motorcycle ,39,6.217017887
30,4.7,Snack ,motorcycle ,35,6.12532529
38,4.7,Drinks ,motorcycle ,41,7.553627053
29,4.5,Buffet ,motorcycle ,17,3.076896742
22,4.5,Snack ,scooter ,24,4.663400735
38,4.8,Snack ,scooter ,22,3.148590641
21,4.7,Meal ,motorcycle ,15,1.533969647
30,4.8,Snack ,motorcycle ,26,3.067070567
34,4.6,Snack ,scooter ,29,3.023714899
22,4.7,Buffet ,motorcycle ,39,4.595790717
22,4.9,Meal ,scooter ,16,3.067859963
39,4.3,Snack ,scooter ,32,6.154291174
29,4.6,Drinks ,motorcycle ,22,3.067435352
37,5,Meal ,scooter ,38,4.722885901
38,4.6,Buffet ,scooter ,25,3.119633187
35,4.8,Snack ,scooter ,30,4.474168759
28,4.5,Buffet ,electric_scooter ,13,1.491843297
32,4.1,Snack ,motorcycle ,43,4.615636542
28,4.6,Drinks ,motorcycle ,25,4.615237407
33,4.7,Drinks ,scooter ,33,6.23915889
25,4.8,Snack ,motorcycle ,29,4.542626703
27,4.9,Buffet ,scooter ,19,3.022258309
38,4.2,Meal ,motorcycle ,39,6.087951606
22,4.5,Snack ,scooter ,29,4.542684756
24,5,Drinks ,motorcycle ,19,3.022223062
24,4.8,Meal ,scooter ,34,4.668662883
27,4,Snack ,scooter ,33,6.224967956
23,4.8,Buffet ,scooter ,15,1.53145718
27,4.9,Snack ,motorcycle ,17,3.119729469
37,4.7,Buffet ,electric_scooter ,28,3.148590641
30,4.8,Snack ,scooter ,26,4.584113455
32,4.8,Meal ,motorcycle ,35,6.215976648
29,4.7,Buffet ,scooter ,27,4.593119762
26,4.5,Drinks ,motorcycle ,11,1.514359857
24,4.3,Meal ,motorcycle ,32,6.216405543
29,4,Meal ,scooter ,32,6.136050033
33,4.9,Drinks ,scooter ,26,3.148590641
28,4.6,Drinks ,scooter ,18,3.148590641
33,4.8,Drinks ,motorcycle ,31,4.668656329
21,4.3,Snack ,scooter ,32,6.13573986
35,4.7,Meal ,motorcycle ,26,3.108033876
32,4.7,Buffet ,motorcycle ,41,6.065710549
25,4.8,Buffet ,electric_scooter ,22,3.119639744
32,5,Buffet ,scooter ,26,4.400454086
20,4.7,Drinks ,motorcycle ,13,1.538440238
26,4.8,Meal ,motorcycle ,19,3.124799029
21,4.7,Drinks ,scooter ,23,3.067642655
27,4.9,Buffet ,scooter ,17,3.108608356
39,4.9,Buffet ,motorcycle ,39,6.135229131
26,4.7,Drinks ,scooter ,25,2.982832869
26,4.5,Snack ,electric_scooter ,13,1.554439501
38,4.3,Drinks ,scooter ,32,6.056880595
31,4.2,Snack ,electric_scooter ,38,6.153519304
36,4.7,Meal ,scooter ,27,4.661774006
36,5,Snack ,motorcycle ,45,4.542477808
25,4.9,Drinks ,motorcycle ,20,3.108624024
33,4.8,Buffet ,motorcycle ,30,4.565849548
26,4.8,Drinks ,motorcycle ,20,3.022258309
35,4.1,Buffet ,motorcycle ,35,4.637153281
21,4.5,Drinks ,motorcycle ,41,7.78096005
32,4.9,Drinks ,motorcycle ,29,4.615532128
33,4.5,Snack ,scooter ,28,4.687163034
21,4.8,Snack ,scooter ,27,4.566261978
21,4.5,Meal ,scooter ,12,1.494019271
21,4.1,Drinks ,electric_scooter ,33,4.663227481
32,4.9,Buffet ,motorcycle ,19,3.108083834
33,4.1,Meal ,motorcycle ,39,6.124526989
34,4.6,Snack ,electric_scooter ,28,3.148590641
30,4.8,Drinks ,motorcycle ,30,4.595107231
33,4.1,Snack ,motorcycle ,31,6.044292612
34,4.5,Snack ,motorcycle ,24,4.722885901
30,4.7,Snack ,electric_scooter ,15,1.522060467
33,4.5,Snack ,scooter ,19,3.062351252
25,5,Buffet ,motorcycle ,37,4.722885901
27,4.7,Snack ,scooter ,31,3.119633187
39,5,Snack ,motorcycle ,22,3.119663759
30,4.4,Meal ,motorcycle ,32,4.641296617
35,4.6,Buffet ,scooter ,15,1.574295332
36,4.6,Snack ,motorcycle ,28,3.028721782
29,4.8,Meal ,scooter ,28,4.566223096
22,4.9,Buffet ,motorcycle ,38,6.239789353
36,4.1,Snack ,motorcycle ,37,6.224490678
33,4.2,Snack ,motorcycle ,41,7.610132348
34,4.9,Snack ,motorcycle ,21,3.10856952
31,4.8,Buffet ,scooter ,26,3.03295355
35,4.5,Meal ,motorcycle ,28,3.107880083
24,4.3,Buffet ,motorcycle ,29,3.04394335
37,4.9,Buffet ,motorcycle ,30,5.967022481
32,4.8,Meal ,motorcycle ,20,3.077007069
22,4.5,Snack ,motorcycle ,25,4.473418101
34,4.3,Buffet ,scooter ,32,4.473418101
37,4,Buffet ,motorcycle ,43,6.112165855
26,4.8,Meal ,motorcycle ,21,3.119729407
35,4.7,Snack ,motorcycle ,24,4.66280918
24,5,Drinks ,motorcycle ,39,7.781326098
23,4.9,Snack ,scooter ,17,3.028450414
22,4.8,Buffet ,scooter ,18,3.112556295
28,4.7,Buffet ,motorcycle ,20,3.067896767
29,4,Buffet ,motorcycle ,36,4.475354561
38,4.6,Snack ,motorcycle ,29,4.615636542
34,4.9,Snack ,scooter ,16,2.979451189
29,4.9,Drinks ,scooter ,20,3.091173187
35,5,Snack ,scooter ,26,4.601485757
21,4.2,Drinks ,motorcycle ,45,7.799216463
39,4.6,Meal ,motorcycle ,26,3.112466572
34,4.9,Drinks ,motorcycle ,37,4.722885901
38,4.5,Drinks ,electric_scooter ,29,2.984557512
37,4.9,Snack ,motorcycle ,22,3.028734743
35,4.9,Snack ,motorcycle ,29,4.533355129
39,4.6,Buffet ,electric_scooter ,26,4.679570128
36,4.2,Snack ,scooter ,33,6.12532529
30,4.6,Buffet ,motorcycle ,25,4.67957786
25,4.7,Meal ,motorcycle ,13,1.522060467
27,4.9,Drinks ,motorcycle ,27,4.601692524
30,4.6,Drinks ,scooter ,27,4.47420036
33,4,Meal ,motorcycle ,32,5.97576766
20,4.5,Meal ,scooter ,18,2.982971182
25,4.7,Snack ,motorcycle ,17,3.077215492
37,5,Buffet ,scooter ,21,3.148590641
38,4.1,Drinks ,motorcycle ,33,5.866985766
28,4.6,Snack ,scooter ,13,1.511170489
25,4.3,Meal ,motorcycle ,53,6.216097324
25,4.5,Snack ,motorcycle ,25,3.108848627
28,4.3,Meal ,motorcycle ,32,6.088407838
20,4.9,Buffet ,scooter ,21,3.03291599
28,4.7,Buffet ,scooter ,29,4.668825136
27,4.5,Snack ,electric_scooter ,17,3.044196603
38,4.4,Drinks ,motorcycle ,27,3.148590641
31,4.7,Buffet ,scooter ,15,1.559832893
32,4.8,Drinks ,motorcycle ,23,4.542626703
34,4.8,Snack ,motorcycle ,18,3.022223062
27,5,Snack ,motorcycle ,32,6.29718109
32,4.3,Snack ,motorcycle ,43,6.087951606
30,4.4,Meal ,scooter ,33,4.66280918
26,4.1,Snack ,motorcycle ,33,4.584169839
37,5,Drinks ,motorcycle ,26,3.119713778
39,4.6,Meal ,motorcycle ,46,9.187765551
30,4.9,Snack ,motorcycle ,24,3.028507475
32,4.8,Buffet ,scooter ,17,2.933701049
39,4.2,Drinks ,motorcycle ,39,4.615199913
20,4.9,Buffet ,motorcycle ,39,5.959703754
37,4.7,Drinks ,motorcycle ,28,4.474318689
27,4.9,Snack ,scooter ,29,4.565999915
28,4.9,Buffet ,scooter ,14,1.511170489
20,4.2,Snack ,scooter ,34,5.866989743
20,4.7,Drinks ,scooter ,28,3.108609946
38,4.9,Drinks ,motorcycle ,22,3.028766447
33,4.3,Buffet ,motorcycle ,22,2.984557512
22,5,Snack ,scooter ,17,3.119663759
28,4.5,Meal ,motorcycle ,15,1.528044804
24,4.8,Meal ,motorcycle ,23,3.148590641
35,4.9,Buffet ,scooter ,19,3.044195789
39,4.5,Buffet ,scooter ,17,3.077061635
24,4.5,Drinks ,motorcycle ,19,3.022208574
36,4.7,Meal ,motorcycle ,31,4.602027278
34,4.7,Drinks ,motorcycle ,35,4.474318689
34,4.7,Buffet ,electric_scooter ,25,3.108834265
34,4.8,Buffet ,motorcycle ,29,4.4816754
29,4.6,Buffet ,scooter ,39,7.78130335
25,4.8,Snack ,scooter ,19,2.933620949
23,4.9,Buffet ,electric_scooter ,15,2.982832869
25,4.9,Buffet ,motorcycle ,24,3.022045053
28,4.7,Buffet ,motorcycle ,29,4.533361866
20,4.9,Snack ,electric_scooter ,14,1.516442184
26,4,Snack ,motorcycle ,32,4.566221875
37,4.9,Snack ,scooter ,27,3.04409742
31,5,Snack ,electric_scooter ,28,4.566377678
20,3.7,Drinks ,motorcycle ,49,7.571393273
30,4.3,Buffet ,motorcycle ,46,6.224817036
35,5,Buffet ,motorcycle ,25,2.982747743
30,4.7,Buffet ,motorcycle ,32,6.061540159
36,4.9,Buffet ,motorcycle ,31,6.125485172
29,4.9,Drinks ,scooter ,14,1.556292632
27,4.8,Meal ,motorcycle ,20,3.109012898
31,4.7,Meal ,motorcycle ,17,3.077120819
38,4.7,Meal ,motorcycle ,29,3.028710153
38,4.8,Snack ,scooter ,19,3.108842145
38,4.5,Snack ,motorcycle ,29,3.032906509
37,4.8,Meal ,motorcycle ,26,4.400148927
27,4.7,Buffet ,motorcycle ,12,1.538580502
26,4.6,Buffet ,scooter ,30,4.400341838
36,4.8,Meal ,scooter ,19,3.062790652
35,5,Drinks ,electric_scooter ,31,4.533237177
30,4.6,Buffet ,motorcycle ,20,3.067943435
22,4.9,Drinks ,motorcycle ,29,4.533355129
35,4.9,Meal ,scooter ,18,3.022098569
22,3.7,Meal ,motorcycle ,47,6.215759263
29,4.6,Buffet ,motorcycle ,19,3.028487297
26,4,Buffet ,motorcycle ,22,3.112482602
35,5,Snack ,motorcycle ,31,6.057216546
30,4.8,Drinks ,motorcycle ,24,3.067642655
29,4.7,Drinks ,scooter ,19,3.062830119
27,4.8,Snack ,motorcycle ,18,3.028710153
35,4.1,Drinks ,motorcycle ,32,6.044308083
30,4.9,Snack ,scooter ,23,3.044047847
36,4.6,Buffet ,scooter ,25,3.022258309
22,4.1,Drinks ,motorcycle ,20,3.043947623
20,4.8,Meal ,motorcycle ,32,6.154291174
33,4.7,Meal ,motorcycle ,28,3.107913086
39,4.3,Drinks ,scooter ,38,4.663075616
33,4.9,Snack ,electric_scooter ,18,3.028450414
31,4.3,Meal ,motorcycle ,48,6.29718109
31,4.7,Buffet ,motorcycle ,17,3.028475129
31,5,Meal ,motorcycle ,26,3.10856952
26,5,Meal ,motorcycle ,29,4.476748797
29,4.6,Snack ,motorcycle ,16,3.112579066
36,4.5,Snack ,motorcycle ,27,4.410616334
34,4.9,Meal ,scooter ,27,4.601089045
33,4.6,Drinks ,motorcycle ,28,3.067831711
24,4.2,Snack ,motorcycle ,31,6.065467862
37,4.2,Drinks ,motorcycle ,25,3.067767914
34,4.8,Snack ,motorcycle ,32,6.153128879
28,4.7,Snack ,scooter ,11,1.522174214
39,4.6,Snack ,scooter ,25,4.549306098
29,5,Drinks ,scooter ,32,4.565847105
25,4.8,Snack ,motorcycle ,16,3.148590641
22,4,Meal ,motorcycle ,32,6.060768729
37,4.8,Snack ,scooter ,22,3.077042886
25,4.2,Drinks ,scooter ,34,4.661823528
25,4.6,Meal ,scooter ,28,4.545866356
22,4.8,Snack ,motorcycle ,19,3.077215492
29,4.6,Buffet ,motorcycle ,18,3.022043895
34,4.7,Meal ,scooter ,29,3.030546672
37,5,Drinks ,scooter ,19,3.148590641
20,4.6,Buffet ,motorcycle ,15,1.514259871
23,4.7,Meal ,motorcycle ,30,4.722885901
28,4.1,Drinks ,motorcycle ,27,2.982840586
23,3.6,Meal ,motorcycle ,49,9.087848676
20,4.7,Meal ,motorcycle ,24,4.566379113
28,4.8,Snack ,motorcycle ,24,4.476748797
29,4.6,Drinks ,scooter ,34,4.615199913
23,5,Drinks ,motorcycle ,11,1.533937127
37,4.8,Buffet ,motorcycle ,20,3.067837573
38,4.1,Drinks ,scooter ,39,7.669480966
35,4.9,Buffet ,motorcycle ,27,3.108612206
29,4.5,Buffet ,motorcycle ,19,3.032955534
20,4.7,Meal ,scooter ,12,1.466883013
39,4.4,Buffet ,motorcycle ,24,3.067920043
29,4.6,Snack ,motorcycle ,41,6.056696871
34,4.6,Meal ,scooter ,25,4.565843137
29,4.6,Meal ,motorcycle ,16,3.108810967
26,5,Meal ,motorcycle ,13,1.515269245
29,4.8,Meal ,motorcycle ,16,3.028507475
34,4.7,Drinks ,motorcycle ,25,4.679570128
31,4.7,Buffet ,scooter ,32,4.662079743
20,3.6,Drinks ,motorcycle ,52,7.799166257
20,4.5,Snack ,scooter ,15,1.514380535
30,5,Buffet ,scooter ,33,6.224654992
37,4.1,Meal ,scooter ,32,6.217904445
21,4.6,Meal ,scooter ,18,3.044056188
32,4.4,Buffet ,motorcycle ,27,3.022481289
22,4.7,Buffet ,motorcycle ,27,4.469796926
38,5,Drinks ,motorcycle ,27,4.410433093
28,4.9,Drinks ,motorcycle ,12,1.559831935
29,4.5,Meal ,electric_scooter ,17,3.061999972
35,4.9,Drinks ,motorcycle ,28,4.594265457
36,5,Drinks ,motorcycle ,48,6.087703519
32,4.4,Snack ,motorcycle ,25,3.108305614
